id,Title,Type,Volumes,releaseData,endData,page_url,image_url,,,,
,Angel no Oka,Manga,2,1960,1961,https://myanimelist.net/manga/22195/Angel_no_Oka,https://cdn.myanimelist.net/r/100x140/images/manga/1/73093.jpg?s=924e9e4501c45fb469ce1ca75a1485b8,,,,
,Charlotte,Manga,6,2015,2018,https://myanimelist.net/manga/91913/Charlotte,https://cdn.myanimelist.net/r/100x140/images/manga/1/188823.jpg?s=bfef1f6c7121ab368d1db35311760b63,,,,
,Honey Coming: Sweet Love Lesson,Manga,3,2007,2008,https://myanimelist.net/manga/11081/Honey_Coming__Sweet_Love_Lesson,https://cdn.myanimelist.net/r/100x140/images/manga/2/14975.jpg?s=c58a3d72a1c9f3e595b1c13af7a226d8,,,,
,Be Born Again,Manhwa,,,,https://myanimelist.net/manga/57907/Be_Born_Again,https://cdn.myanimelist.net/r/100x140/images/manga/1/103909.jpg?s=83be9ba7fe51d5264a6aacc2ffaa938d,,,,
,Oboreru Knife,Manga,17,2004,2013,https://myanimelist.net/manga/10330/Oboreru_Knife,https://cdn.myanimelist.net/r/100x140/images/manga/1/196138.jpg?s=55360a02008d524ee1b3a22f821d543a,,,,
,Blood-C: The Last Dark,Light-Novel,1,2012,2012,https://myanimelist.net/manga/37473/Blood-C__The_Last_Dark,https://cdn.myanimelist.net/r/100x140/images/manga/3/67363.jpg?s=a4d77cba2bd9481fdbda3cf56bc7cd00,,,,
,Sekai wa Nakajima ni Koi wo Suru!!,Manga,5,2016,2017,https://myanimelist.net/manga/95499/Sekai_wa_Nakajima_ni_Koi_wo_Suru,https://cdn.myanimelist.net/r/100x140/images/manga/3/179272.jpg?s=53b56108dcf25f18f2a73b526390515a,,,,
,Sekirara ni Kiss,Manga,9,2015,2019,https://myanimelist.net/manga/88987/Sekirara_ni_Kiss,https://cdn.myanimelist.net/r/100x140/images/manga/1/165026.jpg?s=f1f4adc008d807e11cc032406d35b615,,,,
,Kokuen no Valkyrie,Manga,3,2018,2020,https://myanimelist.net/manga/117591/Kokuen_no_Valkyrie,https://cdn.myanimelist.net/r/100x140/images/manga/3/224717.jpg?s=9817f76e8a2f749c0250216bd141c63e,,,,
,DVD,Manhwa,8,2003,2005,https://myanimelist.net/manga/750/DVD,https://cdn.myanimelist.net/r/100x140/images/manga/1/30185.jpg?s=0e0dc11274a444abd02d9a9b91f83e2a,,,,
,Oyayubi Hime,Manga,1,2010,2010,https://myanimelist.net/manga/44175/Oyayubi_Hime,https://cdn.myanimelist.net/r/100x140/images/manga/2/169031.jpg?s=349f0e59c03d9cc40255add44ad85a4d,,,,
,Aisopos,Manhwa,,2013,2016,https://myanimelist.net/manga/94493/Aisopos,https://cdn.myanimelist.net/r/100x140/images/manga/3/182690.jpg?s=5ef51e78e8fd8c4dbd695355f057bd12,,,,
,Izayakaku,Manga,4,2008,2010,https://myanimelist.net/manga/14860/Izayakaku,https://cdn.myanimelist.net/r/100x140/images/manga/2/172751.jpg?s=4436bcfc6e66b98ed2659d1efd1ee965,,,,
,Mikazuki Kottouhinten no Kanban Neko,Manga,1,2017,2017,https://myanimelist.net/manga/110993/Mikazuki_Kottouhinten_no_Kanban_Neko,https://cdn.myanimelist.net/r/100x140/images/manga/2/224280.jpg?s=64b500da31daa624ccb657c73d7e0d90,,,,
,Sensei no Sensei,Manga,1,2019,2020,https://myanimelist.net/manga/127311/Sensei_no_Sensei,https://cdn.myanimelist.net/r/100x140/images/manga/3/236268.jpg?s=b792b8b6b47519cdecf820fdd89a4b6a,,,,
,Doraemon Plus,Manga,6,,,https://myanimelist.net/manga/11454/Doraemon_Plus,https://cdn.myanimelist.net/r/100x140/images/manga/1/149315.jpg?s=9d56dc8cae13f95ef34247641e4b6af6,,,,
,"Isekaigaeri no Motoyuusha desu ga, Death Game ni Makikomaremashita",Manga,,2021,,https://myanimelist.net/manga/140568/Isekaigaeri_no_Motoyuusha_desu_ga_Death_Game_ni_Makikomaremashita,https://cdn.myanimelist.net/r/100x140/images/manga/1/253680.jpg?s=79e47f5dfa7bc05e7281c85ca53556b1,,,,
,Ar Tonelico II,Manga,3,2007,2008,https://myanimelist.net/manga/12797/Ar_Tonelico_II,https://cdn.myanimelist.net/r/100x140/images/manga/1/17786.jpg?s=98f56af60cd29a107656f6f512936262,,,,
,Seigi Kenkyuukai Serenade,Manga,3,2007,2008,https://myanimelist.net/manga/6839/Seigi_Kenkyuukai_Serenade,https://cdn.myanimelist.net/r/100x140/images/manga/1/173760.jpg?s=153cc26290359874d35f295156f1b6ed,,,,
,Hatsukanezumi no Jikan,Manga,4,2004,2008,https://myanimelist.net/manga/3105/Hatsukanezumi_no_Jikan,https://cdn.myanimelist.net/r/100x140/images/manga/2/3560.jpg?s=a877c621586fc171f93be4af996f42b4,,,,
,Hitohira no Koi ga Furu,Manga,3,2006,2008,https://myanimelist.net/manga/4640/Hitohira_no_Koi_ga_Furu,https://cdn.myanimelist.net/r/100x140/images/manga/1/5718.jpg?s=4a09e7e14a207e66c78fdbcce04ccdd3,,,,
,Isshunsaki wa Koi,One-shot,,2011,2011,https://myanimelist.net/manga/47058/Isshunsaki_wa_Koi,https://cdn.myanimelist.net/r/100x140/images/manga/3/82986.jpg?s=3665f564cac475d666ffb95152d98d5f,,,,
,The Grand Duchess of the North Was Secretly a Villainess,Manhwa,,2022,,https://myanimelist.net/manga/151446/The_Grand_Duchess_of_the_North_Was_Secretly_a_Villainess,https://cdn.myanimelist.net/r/100x140/images/manga/1/268622.jpg?s=f8433ee62f333f692e406ae477aef42d,,,,
,E→Robot,Manga,2,2014,2015,https://myanimelist.net/manga/83097/E→Robot,https://cdn.myanimelist.net/r/100x140/images/manga/2/153555.jpg?s=577511c911be62b3aa1f2f9a4f808db0,,,,
,Limit Breaker,Manhwa,,2020,,https://myanimelist.net/manga/147508/Limit_Breaker,https://cdn.myanimelist.net/r/100x140/images/manga/1/261660.jpg?s=696107ece1f8d2e64b7d2490b7e8ec0e,,,,
,Fukanzen Shinsei Kikan Ilis,Manga,1,2012,2012,https://myanimelist.net/manga/43553/Fukanzen_Shinsei_Kikan_Ilis,https://cdn.myanimelist.net/r/100x140/images/manga/2/87361.jpg?s=252b5ad5d9f1051683c4a436e7747c33,,,,
,I do I do,Manhwa,15,,,https://myanimelist.net/manga/20582/I_do_I_do,https://cdn.myanimelist.net/r/100x140/images/manga/2/32725.jpg?s=1e035fcfc4fd0f97f6c222246b52724c,,,,
,Absolute Duo: Tea Party,Manga,1,2014,2014,https://myanimelist.net/manga/87720/Absolute_Duo__Tea_Party,https://cdn.myanimelist.net/r/100x140/images/manga/3/152728.jpg?s=6847476a18a96e71484c23fd9aad3b2c,,,,
,"Kougekiryoku Kyokuburi no Saikyou Majutsushi: Kinryokuchi 9999 no Daikenshi, Tensei shite Nidome no Jinsei wo Ayumu",Manga,,2021,,https://myanimelist.net/manga/141596/Kougekiryoku_Kyokuburi_no_Saikyou_Majutsushi__Kinryokuchi_9999_no_Daikenshi_Tensei_shite_Nidome_no_Jinsei_wo_Ayumu,https://cdn.myanimelist.net/r/100x140/images/manga/3/253535.jpg?s=cafdf405c992661d31fafb050de25c64,,,,
,Tsugihagi na Kanojo,Manga,,2013,2013,https://myanimelist.net/manga/82093/Tsugihagi_na_Kanojo,https://cdn.myanimelist.net/r/100x140/images/manga/1/143141.jpg?s=c40b2a9c8cf28c09f319423d00e03307,,,,
,Domestic na Kanojo,Manga,28,2014,2020,https://myanimelist.net/manga/70941/Domestic_na_Kanojo,https://cdn.myanimelist.net/r/100x140/images/manga/1/272186.jpg?s=012e0d9501f3a49883b96ebc9cb2abe0,,,,
,"Tantei wa Mou, Shindeiru.",Light-Novel,,2019,,https://myanimelist.net/manga/128721/Tantei_wa_Mou_Shindeiru,https://cdn.myanimelist.net/r/100x140/images/manga/1/235054.jpg?s=fd8fcf67b88bf353a6895fa2eb3940aa,,,,
,Kimi ga Suki toka Arienai,Manga,3,2012,2013,https://myanimelist.net/manga/39601/Kimi_ga_Suki_toka_Arienai,https://cdn.myanimelist.net/r/100x140/images/manga/2/158109.jpg?s=6c44fb606ca5c68171951f47dadc8f79,,,,
,Berserk: Shinen no Kami 2,One-shot,,1996,1996,https://myanimelist.net/manga/92299/Berserk__Shinen_no_Kami_2,https://cdn.myanimelist.net/r/100x140/images/manga/1/162254.jpg?s=cb1b51e8073a281f5eb90ddf01f64399,,,,
,Fairytale of Winter,Manhua,,2001,2001,https://myanimelist.net/manga/23749/Fairytale_of_Winter,https://cdn.myanimelist.net/r/100x140/images/manga/3/38403.jpg?s=df577aa2006143bda550482b5a701cb6,,,,
,0/6,Manhwa,5,2006,2006,https://myanimelist.net/manga/5491/0_6,https://cdn.myanimelist.net/r/100x140/images/manga/5/30274.jpg?s=5473ba4bdec296633bee49680fbbb559,,,,
,Eques,One-shot,,,,https://myanimelist.net/manga/40337/Eques,https://cdn.myanimelist.net/r/100x140/images/manga/3/72233.jpg?s=75077da55224a2efaad039b70924ab43,,,,
,Inner Beauty,Manhwa,,2018,2020,https://myanimelist.net/manga/125954/Inner_Beauty,https://cdn.myanimelist.net/r/100x140/images/manga/3/259758.jpg?s=01c03f4a2584206d3f1806034a3469e7,,,,
,One Piece Novel: Mugiwara Stories,Light-Novel,1,2017,2017,https://myanimelist.net/manga/110830/One_Piece_Novel__Mugiwara_Stories,https://cdn.myanimelist.net/r/100x140/images/manga/2/232215.jpg?s=6d7a5aad4c86603147998c378413a3e7,,,,
,Return of the Mad Demon,Manhwa,,2021,,https://myanimelist.net/manga/147577/Return_of_the_Mad_Demon,https://cdn.myanimelist.net/r/100x140/images/manga/3/261793.jpg?s=5e8b0789e3ec01f09a9939e65186c977,,,,
,Dance with Devils: Blight,Manga,2,2015,2016,https://myanimelist.net/manga/93546/Dance_with_Devils__Blight,https://cdn.myanimelist.net/r/100x140/images/manga/1/171062.jpg?s=972377c5f2a603c894a40ffb2b4f8a3e,,,,
,Tokyo卍Revengers,Manga,31,2017,2022,https://myanimelist.net/manga/104565/Tokyo卍Revengers,https://cdn.myanimelist.net/r/100x140/images/manga/3/196272.jpg?s=1ab2df87adaaf6b7e92e152c64d230f6,,,,
,Paradise Residence,Manga,3,2014,2016,https://myanimelist.net/manga/86934/Paradise_Residence,https://cdn.myanimelist.net/r/100x140/images/manga/1/151006.jpg?s=b4e16800458e6ac58f23f5a8470844c2,,,,
,Wizard's Soul: Koi no Jihad,Manga,4,2013,2015,https://myanimelist.net/manga/56521/Wizards_Soul__Koi_no_Jihad,https://cdn.myanimelist.net/r/100x140/images/manga/3/161439.jpg?s=0e670aef549e728e6936a165e83309d6,,,,
,Tonari no Inuyama-kun,One-shot,,,,https://myanimelist.net/manga/8421/Tonari_no_Inuyama-kun,https://cdn.myanimelist.net/r/100x140/images/manga/2/12299.jpg?s=3a779497035f30f45cd3ff3bdd5593f4,,,,
,Takara no Vidro,Manga,1,2020,2022,https://myanimelist.net/manga/142011/Takara_no_Vidro,https://cdn.myanimelist.net/r/100x140/images/manga/3/265841.jpg?s=853e6ad8bb5a8e878cef138d96a16bd6,,,,
,Kono Subarashii Sekai ni Shukufuku wo!,Light-Novel,17,2013,2020,https://myanimelist.net/manga/60553/Kono_Subarashii_Sekai_ni_Shukufuku_wo,https://cdn.myanimelist.net/r/100x140/images/manga/1/174932.jpg?s=22947fdd654b3ecf5d2a334bb4140ea7,,,,
,Hikidashi ni Terrarium,Manga,1,2013,2013,https://myanimelist.net/manga/59913/Hikidashi_ni_Terrarium,https://cdn.myanimelist.net/r/100x140/images/manga/2/145037.jpg?s=445c0c7a1232e72a7becc8a0df1bc9cc,,,,
,Crime Crime: Hard Luck Woman,One-shot,,2013,2013,https://myanimelist.net/manga/50125/Crime_Crime__Hard_Luck_Woman,https://cdn.myanimelist.net/r/100x140/images/manga/1/88519.jpg?s=a1a0100197bbaa53c0360d86fc64d4f2,,,,
,Ikoku Nikki,Manga,,2017,,https://myanimelist.net/manga/118804/Ikoku_Nikki,https://cdn.myanimelist.net/r/100x140/images/manga/2/216687.jpg?s=982d4aa68da86c4f3e200dffca167090,,,,
,Shiawase Kissa 3-choume,Manga,15,2004,2009,https://myanimelist.net/manga/1110/Shiawase_Kissa_3-choume,https://cdn.myanimelist.net/r/100x140/images/manga/3/269706.jpg?s=eb5955621bbaa1cffa9fbcaf7d6a7a5e,,,,
,Zenaku no Kuzu,Manga,5,2013,2016,https://myanimelist.net/manga/118955/Zenaku_no_Kuzu,https://cdn.myanimelist.net/r/100x140/images/manga/2/216887.jpg?s=9add8d6c651d1c49d581fa6eacf6e0ce,,,,
,Koi-Moyou,Manga,2,,,https://myanimelist.net/manga/10266/Koi-Moyou,https://cdn.myanimelist.net/r/100x140/images/manga/2/13762.jpg?s=fe6b360a411afdd5dde0521cdf541303,,,,
,Koutetsu no Hanappashira,Manga,9,2010,2012,https://myanimelist.net/manga/26446/Koutetsu_no_Hanappashira,https://cdn.myanimelist.net/r/100x140/images/manga/1/42532.jpg?s=c2b73850d59cd0bf484e62d19e7b9657,,,,
,Ai Daro,Manga,1,,,https://myanimelist.net/manga/2847/Ai_Daro,https://cdn.myanimelist.net/r/100x140/images/manga/3/3957.jpg?s=c70c06a946f9eccf46e9d023a4cace7d,,,,
,Biyaku Iri no Cappuccino,Manga,1,2008,2008,https://myanimelist.net/manga/18342/Biyaku_Iri_no_Cappuccino,https://cdn.myanimelist.net/r/100x140/images/manga/1/109561.jpg?s=cdea7f36c47cc64467af71918bd4e28d,,,,
,009 Re:Cyborg,Manga,6,2012,2015,https://myanimelist.net/manga/42755/009_Re_Cyborg,https://cdn.myanimelist.net/r/100x140/images/manga/3/163640.jpg?s=db8219ea130003fc3310539caccf87b0,,,,
,Ore no Kiss dake Oboete yo,Manga,1,2021,2022,https://myanimelist.net/manga/146479/Ore_no_Kiss_dake_Oboete_yo,https://cdn.myanimelist.net/r/100x140/images/manga/3/264553.jpg?s=214f022d71f34802d619d8cc024359d1,,,,
,Bokura wa Itsumo,Manga,11,2007,2013,https://myanimelist.net/manga/7220/Bokura_wa_Itsumo,https://cdn.myanimelist.net/r/100x140/images/manga/1/219796.jpg?s=c6c2e7428be1244706f1ecdf359061fd,,,,
,Omukae desu.,Manga,6,1999,2016,https://myanimelist.net/manga/3051/Omukae_desu,https://cdn.myanimelist.net/r/100x140/images/manga/1/190513.jpg?s=438e2bda49391c327cd282c417ce8207,,,,
,Kyoukoku no Leceld,Manga,2,2018,2020,https://myanimelist.net/manga/127626/Kyoukoku_no_Leceld,https://cdn.myanimelist.net/r/100x140/images/manga/1/231372.jpg?s=d97168c26cf259775e51cfdc659f60a7,,,,
,Planet With,Manga,8,2018,2022,https://myanimelist.net/manga/113458/Planet_With,https://cdn.myanimelist.net/r/100x140/images/manga/1/210430.jpg?s=1110836fa2ccc8c98f9d21a2d547ac56,,,,
,Chocolate Christmas,Manga,1,1987,1988,https://myanimelist.net/manga/2580/Chocolate_Christmas,https://cdn.myanimelist.net/r/100x140/images/manga/1/202520.jpg?s=c64e89ca8b71a03eda4ee2ab42f50f6d,,,,
,Haitoku wa Kegarenai,Manga,1,2009,2009,https://myanimelist.net/manga/26007/Haitoku_wa_Kegarenai,https://cdn.myanimelist.net/r/100x140/images/manga/3/108665.jpg?s=9d1bf4275479e5e1ba76988c7fb47170,,,,
,Our Time of Dawn,One-shot,,2011,2011,https://myanimelist.net/manga/44067/Our_Time_of_Dawn,https://cdn.myanimelist.net/r/100x140/images/manga/2/77697.jpg?s=9a0a5c32c772319925bcb65cc83e9436,,,,
,Oniyome wo Metotteshimatta.,Manga,,2019,2019,https://myanimelist.net/manga/123051/Oniyome_wo_Metotteshimatta,https://cdn.myanimelist.net/r/100x140/images/manga/3/224415.jpg?s=8a3344ff4622e7a2fd26bccf2281af93,,,,
,Sword Art Online: Girls Ops,Manga,8,2013,2021,https://myanimelist.net/manga/55875/Sword_Art_Online__Girls_Ops,https://cdn.myanimelist.net/r/100x140/images/manga/3/156370.jpg?s=97f85d2b31490ea3d364b15f0f7b0238,,,,
,Peace no Oshigoto,One-shot,,2011,2011,https://myanimelist.net/manga/41521/Peace_no_Oshigoto,https://cdn.myanimelist.net/r/100x140/images/manga/2/72715.jpg?s=90cce8582253f3e05f41bb7c22f2285e,,,,
,Joshikousei ni Korosaretai,Manga,2,2013,2016,https://myanimelist.net/manga/83267/Joshikousei_ni_Korosaretai,https://cdn.myanimelist.net/r/100x140/images/manga/1/171065.jpg?s=2ba2621d444a1cf259e1d035f86a46a1,,,,
,Angolmois: Genkou Kassenki,Manga,10,2013,2018,https://myanimelist.net/manga/96437/Angolmois__Genkou_Kassenki,https://cdn.myanimelist.net/r/100x140/images/manga/3/172186.jpg?s=cd917ba643760db7cf665786117aeb6f,,,,
,M.C. Law,Manga,3,,,https://myanimelist.net/manga/3842/MC_Law,https://cdn.myanimelist.net/r/100x140/images/manga/3/4291.jpg?s=7e77c097f4aa62d429ab0921a1d41f2b,,,,
,Usotsuki Lily 0,Manga,1,2011,2011,https://myanimelist.net/manga/24859/Usotsuki_Lily_0,https://cdn.myanimelist.net/r/100x140/images/manga/2/39997.jpg?s=cbeafc54b650e2049977b5a24269393f,,,,
,Ichigo Jikan,Manga,2,2009,2009,https://myanimelist.net/manga/13281/Ichigo_Jikan,https://cdn.myanimelist.net/r/100x140/images/manga/1/175425.jpg?s=f3dccb03c53c0d2b2e9d710bd825d230,,,,
,Denpa Onna to Seishun Otoko,Manga,4,2010,2013,https://myanimelist.net/manga/26280/Denpa_Onna_to_Seishun_Otoko,https://cdn.myanimelist.net/r/100x140/images/manga/3/136111.jpg?s=d8b881ab0e48d2bf4cf111f39aac4691,,,,
,Star Light Woman,Manga,2,2013,2014,https://myanimelist.net/manga/66271/Star_Light_Woman,https://cdn.myanimelist.net/r/100x140/images/manga/2/129177.jpg?s=1fb5e364f8e13c6fcb1961c12a34fe9b,,,,
,Lucifer no Migite,Manga,6,2010,2011,https://myanimelist.net/manga/21583/Lucifer_no_Migite,https://cdn.myanimelist.net/r/100x140/images/manga/2/110209.jpg?s=e62b25475381234695f3b5376da8de8e,,,,
,Hige wo Soru. Soshite Joshikousei wo Hirou.: Each Stories,Manga,2,2021,2021,https://myanimelist.net/manga/140307/Hige_wo_Soru_Soshite_Joshikousei_wo_Hirou__Each_Stories,https://cdn.myanimelist.net/r/100x140/images/manga/2/250178.jpg?s=6a4ef169485c090d5de7d2b534885e5a,,,,
,"""Kukuku....... Yatsu wa Shitennou no Naka demo Saijaku"" to Kaiko sareta Ore, Naze ka Yuusha to Seijo no Shishou ni Naru",Manga,,2021,,https://myanimelist.net/manga/138562/Kukuku_Yatsu_wa_Shitennou_no_Naka_demo_Saijaku_to_Kaiko_sareta_Ore_Naze_ka_Yuusha_to_Seijo_no_Shishou_ni_Naru,https://cdn.myanimelist.net/r/100x140/images/manga/1/250718.jpg?s=048997aee7da74d0edcf5b2041f1e939,,,,
,Aishikata mo Wakarazuni,Manga,1,,,https://myanimelist.net/manga/9276/Aishikata_mo_Wakarazuni,https://cdn.myanimelist.net/r/100x140/images/manga/1/12832.jpg?s=c4536164b3187e3b48a76b3c5becf94e,,,,
,Bimajo no Ayano-san,Manga,2,2018,2019,https://myanimelist.net/manga/117310/Bimajo_no_Ayano-san,https://cdn.myanimelist.net/r/100x140/images/manga/1/215050.jpg?s=baeb6e4a12b2515d7878d7218883d28f,,,,
,Suzuka,Manga,18,2004,2007,https://myanimelist.net/manga/430/Suzuka,https://cdn.myanimelist.net/r/100x140/images/manga/2/184775.jpg?s=57bcf6ad404bf6d31f1257369b22b184,,,,
,Kami nomi zo Shiru Sekai,Manga,26,2008,2014,https://myanimelist.net/manga/7519/Kami_nomi_zo_Shiru_Sekai,https://cdn.myanimelist.net/r/100x140/images/manga/2/188974.jpg?s=7be486fe9d85ff483213b40f52da4bf1,,,,
,Kuroshitsuji,Manga,,2006,,https://myanimelist.net/manga/3866/Kuroshitsuji,https://cdn.myanimelist.net/r/100x140/images/manga/3/248448.jpg?s=e24a606942c584a8b3435405da319d0a,,,,
,Ningen Fushin no Boukensha-tachi ga Sekai wo Sukuu you desu,Manga,6,2019,2023,https://myanimelist.net/manga/125530/Ningen_Fushin_no_Boukensha-tachi_ga_Sekai_wo_Sukuu_you_desu,https://cdn.myanimelist.net/r/100x140/images/manga/2/230022.jpg?s=3b8a68e3150056aca1f38693ee613616,,,,
,Idol wa xxxx nante Shimasen!,Manga,3,2012,2013,https://myanimelist.net/manga/39425/Idol_wa_xxxx_nante_Shimasen,https://cdn.myanimelist.net/r/100x140/images/manga/1/161250.jpg?s=88c7cbf2cf1536ef9ab470d4af28b26e,,,,
,The Quiz,Manga,1,2011,2012,https://myanimelist.net/manga/48629/The_Quiz,https://cdn.myanimelist.net/r/100x140/images/manga/3/90035.jpg?s=de9369b7a4e5e6f7a2c122b237bdeb8e,,,,
,"Seichou Cheat de Nandemo Dekiruyou ni Natta ga, Mushoku dake wa Yamerarenai you desu",Manga,,2017,,https://myanimelist.net/manga/111287/Seichou_Cheat_de_Nandemo_Dekiruyou_ni_Natta_ga_Mushoku_dake_wa_Yamerarenai_you_desu,https://cdn.myanimelist.net/r/100x140/images/manga/1/208244.jpg?s=35f893765b9873ad7b0c334be88b1d7f,,,,
,The Build Up,Manhwa,,2020,,https://myanimelist.net/manga/147619/The_Build_Up,https://cdn.myanimelist.net/r/100x140/images/manga/1/261883.jpg?s=2631a2b1991d7a7a9eddd75772337c86,,,,
,Isekai Yururi Kikou: Kosodateshinagara Boukensha Shimasu,Manga,,2018,,https://myanimelist.net/manga/112342/Isekai_Yururi_Kikou__Kosodateshinagara_Boukensha_Shimasu,https://cdn.myanimelist.net/r/100x140/images/manga/1/224398.jpg?s=50dc2a03d572b9310cd975505fc89aa6,,,,
,Hotman,Manga,15,,,https://myanimelist.net/manga/3608/Hotman,https://cdn.myanimelist.net/r/100x140/images/manga/1/11840.jpg?s=4cf97a80d6de0fe5b0c24fe6f0f0c2d9,,,,
,Shokugeki no Souma: à la Carte,Light-Novel,3,2014,2015,https://myanimelist.net/manga/67531/Shokugeki_no_Souma__à_la_Carte,https://cdn.myanimelist.net/r/100x140/images/manga/1/120167.jpg?s=42cefcb662ccea3eca43409726628686,,,,
,Number 7,Manga,4,1961,1963,https://myanimelist.net/manga/46104/Number_7,https://cdn.myanimelist.net/r/100x140/images/manga/1/275003.jpg?s=9c9ec9ae0639e1a8f844acee3291665e,,,,
,Boku to Ane no Kekkon,Manga,,2015,2016,https://myanimelist.net/manga/98696/Boku_to_Ane_no_Kekkon,https://cdn.myanimelist.net/r/100x140/images/manga/2/177808.jpg?s=5cc989e129b9ea64c01f20cd681f9d5b,,,,
,Aoi Honoo Kaoru Tsuchi,One-shot,,,,https://myanimelist.net/manga/40355/Aoi_Honoo_Kaoru_Tsuchi,https://cdn.myanimelist.net/r/100x140/images/manga/3/71159.jpg?s=7b33dff2559617a0b34197e7227c4b8b,,,,
,Baki Gaiden: Retsu Kaiou wa Isekai Tensei shitemo Ikkou ni Kamawan!,Manga,,2020,,https://myanimelist.net/manga/137665/Baki_Gaiden__Retsu_Kaiou_wa_Isekai_Tensei_shitemo_Ikkou_ni_Kamawan,https://cdn.myanimelist.net/r/100x140/images/manga/1/246962.jpg?s=44c168237c37c71fdffd3b37f0859708,,,,
,Sunadokei,Manga,10,2003,2006,https://myanimelist.net/manga/1506/Sunadokei,https://cdn.myanimelist.net/r/100x140/images/manga/4/213999.jpg?s=9ecf63016b1cce462bd6684e1a45c1be,,,,
,Jinrui wa Suitai Shimashita,Light-Novel,9,2007,2014,https://myanimelist.net/manga/24562/Jinrui_wa_Suitai_Shimashita,https://cdn.myanimelist.net/r/100x140/images/manga/1/123725.jpg?s=adb4bff04a075e929e9612d8ab99edd1,,,,
,Full Metal Alchemist: Prototype,One-shot,,2011,2011,https://myanimelist.net/manga/32409/Full_Metal_Alchemist__Prototype,https://cdn.myanimelist.net/r/100x140/images/manga/2/59421.jpg?s=23e510fbee93a4bda6e5a49a3ce659ca,,,,
,Sarashina Subaru-kun no Meirei wa Zettai!!,Manga,2,2016,2017,https://myanimelist.net/manga/113576/Sarashina_Subaru-kun_no_Meirei_wa_Zettai,https://cdn.myanimelist.net/r/100x140/images/manga/3/220107.jpg?s=d793880b44d39fe2809f0d4d61618ad2,,,,
,Dokgo,Manhwa,6,2012,2014,https://myanimelist.net/manga/103293/Dokgo,https://cdn.myanimelist.net/r/100x140/images/manga/2/190706.jpg?s=71e1ce8d5f99f7c2e61e99476cdc65bd,,,,
,Haru wa Watashi wo Baka ni Suru,Manga,1,2016,2018,https://myanimelist.net/manga/113346/Haru_wa_Watashi_wo_Baka_ni_Suru,https://cdn.myanimelist.net/r/100x140/images/manga/2/222521.jpg?s=44b59063f3843a3d141b24056701ea13,,,,
,InuYasha,Light-Novel,1,2004,2004,https://myanimelist.net/manga/47204/InuYasha,https://cdn.myanimelist.net/r/100x140/images/manga/1/88555.jpg?s=d6c7e31fc38389da91717e4f460a2d8a,,,,
,Hell Mother,Manga,1,1990,1990,https://myanimelist.net/manga/79451/Hell_Mother,https://cdn.myanimelist.net/r/100x140/images/manga/2/137225.jpg?s=7542591aa362c2fc9854bf2e694d380a,,,,
,Corpse Party: Another Child,Manga,3,2011,2012,https://myanimelist.net/manga/27963/Corpse_Party__Another_Child,https://cdn.myanimelist.net/r/100x140/images/manga/1/166260.jpg?s=ceab963d4eceae0fbc9599bb2e35ca31,,,,
,Kunisaki Izumo no Jijou,Manga,19,2010,2014,https://myanimelist.net/manga/18362/Kunisaki_Izumo_no_Jijou,https://cdn.myanimelist.net/r/100x140/images/manga/3/58173.jpg?s=fb29e4c3235abcb06d1761fa71be7078,,,,
